id,isi_berita,label
103,"Pemerintah menargetkan mulai memproduksi bahan bakar minyak (BBM) dengan campuran etanol 20% atau E20 dalam dua tahun mendatang. Untuk mengejar target tersebut, pemerintah memperkirakan membutuhkan lahan sekitar 2 juta hektare.
Menteri Koordinator Bidang Pangan Zulkifli Hasan (Zulhas) mengatakan, target tersebut sudah dirapatkan dengan Presiden Prabowo Subianto. Kementerian Pertanian diminta menyiapkan rencana pengembangan lahan untuk bahan baku etanol.
""Ratas dipimpin Bapak Presiden langsung, kita membahas agar 2 tahun mendatang kita sudah bisa produksi paling kurang E20. Oleh karena itu tadi Mentan diminta menyiapkan rencana termasuk lahan dan seterusnya,"" kata Zulhas di Kompleks Istana Kepresidenan, Jakarta, Rabu (16/9/2026).
Menurut Zulhas, bahan baku yang dinilai paling memungkinkan untuk memproduksi etanol adalah tebu. Pemerintah memperkirakan dibutuhkan lahan sekitar 2 juta hektare yang akan tersebar di Pulau Jawa, Sumatera, hingga Papua.
Danantara akan mendapat peran dalam pembangunan industri pengolahan etanol. Pemerintah menargetkan seluruh kebutuhan etanol untuk E20 nantinya dapat dipenuhi dari produksi dalam negeri.
""Danantara nanti industrinya ya, mengonversi Etanol itu yang paling memungkinkan ternyata dari tebu, ya. Menyiapkan lahannya lebih kurang 2 juta hektar. Ada yang dari luar Jawa, ada yang dari Jawa, ada dari Sumatera, akan siapkan,"" bebernya.
Zulhas mengatakan ketersediaan lahan menjadi salah satu hambatan utama dalam mengejar target E20. Namun, pemerintah telah memetakan potensi lahan untuk memenuhi kebutuhan tersebut.
""Bertahap kita akan menuju E50 seperti B50, tapi yang pertama ini E20. Jangka panjang akan menuju E50. Untuk tahap pertama tadi itu 2 juta, bottleneck-nya lahan, ya. Tapi setelah dipetakan, ditugaskan kepada BUMN dan Pak Mentan tadi dipetakan, kemungkinan kita akan dapat 2 juta itu,"" tutup Zulhas.
(hns/hns)",finance
104,"Data yang menumpuk di dashboard tidak otomatis membuat keputusan bisnis jadi lebih tepat. Tanpa kemampuan membaca angka menjadi insight, banyak profesional justru tersesat di tengah laporan yang seharusnya membantu, bukan membingungkan.
Business Acumen, Skill yang Sering Terlewat
Business acumen adalah kemampuan memahami cara kerja bisnis secara menyeluruh, mulai dari fundamental business model hingga hubungan antara customer, value, revenue, cost, dan profit. Skill ini yang membedakan orang yang sekadar menjalankan tugas dengan orang yang benar-benar paham dampak keputusannya terhadap bisnis.
Sayangnya, banyak profesional, mulai dari fresh graduate hingga level manager, belum terbiasa menghubungkan pekerjaan harian mereka dengan angka bisnis seperti margin, cash flow, atau KPI. Akibatnya, keputusan lebih sering berdasarkan asumsi ketimbang data, dan risiko kesalahan strategi pun jadi lebih besar.
Dari Data ke Keputusan yang Berdampak
Memahami KPI dan business metrics saja belum cukup. Kamu juga perlu tahu cara membaca financial insight untuk menimbang cost-benefit, risk, dan trade-off dari setiap opsi solusi. Kemampuan ini yang membuat rekomendasi bisnis lebih kuat karena berpijak pada data, bukan sekadar intuisi atau feeling semata.
Kelas 2 Jam Pahami Cara Berpikir Bisnis untuk Ambil Keputusan Lebih Tepat dari detikcourse dirancang untuk membantu kamu membangun business acumen ini secara praktis. Kamu akan diajak menganalisis business case nyata dan menyusun rekomendasi solusi berdasarkan perspektif bisnis, bukan hanya perspektif teknis pekerjaan.
Kelas ini cocok untuk fresh graduate, profesional, team leader, manager, hingga business owner yang ingin mengasah pola pikir bisnis. 
Kelas berlangsung pada hari Rabu, tanggal 23 September 2026, secara online. Peserta akan mendapat e-sertifikat, video recording, dan insight langsung dari expert.
Segera cek ketersediaan tiketnya melalui laman resmi detikevent sekarang juga!
(hns/hns)",finance
105,"Menteri Keuangan (Menkeu) Suahasil Nazara menyambut baik pertimbangan Dewan Perwakilan Daerah Republik Indonesia (DPD RI) terhadap Rancangan Undang-Undang tentang Anggaran Pendapatan dan Belanja Negara (RUU APBN) Tahun Anggaran 2027.
Menurutnya, masukan yang mencerminkan dan aspirasi daerah tersebut akan menjadi bahan penting bagi Pemerintah dalam melanjutkan pembahasan RAPBN 2027 bersama Dewan Perwakilan Rakyat Republik Indonesia (DPR RI).
Suahasil menyebut ertimbangan DPD RI hadir pada momentum yang tepat seiring berlangsungnya pembahasan RAPBN 2027 antara Pemerintah dan DPR RI. Hal ini disampaikan usai Sidang Paripurna Luar Biasa ke-2 DPD RI Masa Persidangan I Tahun Sidang 2026-2027, Rabu (16/9).
""Pertimbangan-pertimbangan dari DPD ini diberikan pada waktu yang sangat tepat, karena kita memang sedang dalam jadwal membicarakan RAPBN 2027 dengan DPR RI. Pertimbangan tersebut menjadi bahan masukan yang mencerminkan aspirasi dari daerah,"" ujar Suahasil dalam keterangan tertulis, Rabu (16/9/2026).
Sejumlah isu yang menjadi perhatian DPD antara lain kebijakan transfer ke daerah, pembangunan infrastruktur, dana desa, dan penguatan kapasitas fiskal daerah. Berbagai masukan tersebut menjadi perspektif tambahan dalam pembahasan kebijakan fiskal dan pengalokasian anggaran dalam RAPBN 2027.
Suahasil mengapresiasi proses tersebut sebagai bagian penting dari tata kelola ketatanegaraan, khususnya dalam memastikan perspektif daerah turut menjadi pertimbangan dalam penyusunan kebijakan fiskal nasional.
""Saya mengucapkan terima kasih secara khusus atas nama Pemerintah bahwa kami diundang pada Sidang Paripurna kali ini. Ini adalah suatu tata bernegara yang baik, mendapatkan pertimbangan yang mencerminkan perspektif dari seluruh daerah,"" kata Menkeu.
Pertimbangan DPD selanjutnya akan diperhatikan Pemerintah dan menjadi bagian dari pembahasan RAPBN 2027 bersama DPR RI sesuai tahapan yang telah disepakati dalam Badan Anggaran DPR.
""Pertimbangan-pertimbangan yang disampaikan akan menjadi masukan yang sangat-sangat kami perhatikan dan menjadi bagian dari pembicaraan dengan DPR RI,"" tegas Suahasil.
(ily/hns)",finance
106,"Presiden Prabowo Subianto meminta penanganan kebakaran hutan dan lahan (karhutla) dilakukan tegas dan menyeluruh. Prabowo mewanti-wanti jangan ada lagi pembakaran hutan dan lahan dengan alasan apa pun.
Arahan tersebut disampaikan Prabowo saat memimpin rapat virtual dari Istana Merdeka, Jakarta, Rabu (16/9/2026). Salah satu materi rapat membahas perkembangan penanganan karhutla di Kalimantan dan Sumatera.
""Tidak boleh ada lagi pembakaran hutan dan lahan dengan alasan apa pun. Penanganan karhutla harus tegas, menyeluruh, dan diperkuat dengan pencegahan sejak dari sumbernya,"" tulis akun Instagram @sekretariat.kabinet, dikutip Rabu (16/9/2026).
Prabowo meminta upaya pencegahan diperkuat melalui pengolahan lahan tanpa bakar. Pemerintah juga diminta menyediakan peralatan serta pendampingan bagi masyarakat.
Selain itu, Prabowo melarang keras adanya peraturan daerah yang mengatur pembukaan lahan dengan cara membakar berdasarkan izin kepala daerah.
Penindakan juga diminta dilakukan terhadap pihak yang terbukti melakukan ataupun lalai mencegah pembakaran hutan dan lahan.
Dalam rapat tersebut, Kapolri Jenderal Listyo Sigit Prabowo melaporkan terdapat lebih dari 95 korporasi yang melanggar. Namun, tidak dirinci identitas perusahaan yang dimaksud.
Rapat juga membahas penanganan sejumlah bencana dan kecelakaan. Di antaranya kecelakaan KMP Virgo Transport 8 di Laut Jawa, pencarian orang hilang di Selat Sunda, serta penanganan pascagempa di Nusa Tenggara Timur (NTT).
Prabowo meminta pencarian korban kecelakaan kapal dimaksimalkan dan Menteri Perhubungan terus memberikan informasi kepada keluarga korban. Ia juga 
meminta hak keluarga korban dipenuhi serta investigasi kecelakaan dilakukan secara mendalam dan objektif.
Untuk penanganan pascagempa NTT, Prabowo meminta proses pemulihan dipercepat. Penanganan mencakup pemberian bantuan stimulan, penyediaan hunian sementara, hingga pembangunan kembali rumah-rumah terdampak.
(ily/hns)",finance
107,"Nasib dividen Badan Pengelola Investasi (BPI) Daya Anagata Nusantara (Danantara) yang akan disetorkan ke kas negara Rp 120 triliun, belum jelas. Wacana ini pernah diembuskan oleh Purbaya Yudhi Sadewa saat masih menjadi Menteri Keuangan.
Malah, Menteri Keuangan (Menkeu) Baru Suahasil Nazara, enggan bicara soal nasib setoran dividen BUMN tersebut.
Usai rapat di Istana Kepresidenan, Rabu (16/9/2026) malam, Suhasil memilih diam seribu bahasa. Suahasil juga enggan berkomentar soal apakah benar Presiden Prabowo Subianto tak setuju dengan rencana menarik dividen Rp 120 triliun dari Danantara.
Ketika pertanyaan-pertanyaan itu dilontarkan kepadanya, dia langsung buru-buru masuk mobil dan memberikan gestur minta maaf kepada awak media.
Padahal dia sempat menjawab panjang lebar pertanyaan awak media sebelumnya soal nasib perombakan pejabat Kementerian Keuangan.
Pertanyaan serupa juga ditanyakan kepada CEO Danantara Rosan Roeslani usai rapat di Istana. Berbeda dengan Suahasil, Rosan buka suara menyatakan perlu berdiskusi terlebih dahulu dengan Suahasil.
""Kita kan ada beberapa hal yang nanti kami duduk dengan Prof Suahasil. Ya semuanya akan kita diskusikan gitu ya. Rencananya juga akan segera bertemu dan apa... Kita komunikasinya sangat-sangat baik dan saya yakin semuanya pasti akan ada selalu solusi yang terbaik gitu,"" ujar Rosan.
Ketika ditanya lebih lanjut, Rosan cuma bilang dirinya akan bertemu segera empat mata dengan Suahasil. ""Nanti kita akan ketemu segera kok, ya,"" sebutnya singkat.
Akhir Agustus lalu, Purbaya saat masih menjabat Menteri Keuangan, mengatakan pembahasan dividen masuk kocek negara sudah dibahas dengan Rosan Roeslani. Pemerintah hanya tinggal menunggu eksekusi transfer dana tersebut.
""Sudah dibahas, sudah dipastikan tinggal ditentukan kapan dia mau ngirim itu aja sekitar Rp 120 triliun. Itu yang diputuskan oleh presiden."" ujar Purbaya di kantornya, Jakarta Pusat, Jumat (28/8/2026) yang lalu.
Menurut Purbaya, besaran setoran dari Danantara ini menjadi angin segar bagi fiskal negara. Dia membandingkan dengan penerimaan dividen tahun sebelumnya yang hanya mencapai Rp 90 triliun.
""Kalau tahun-tahun sebelumnya saya cuma dapet Rp 90 triliun dari dividen. Kalau meningkat, Rp 120 triliun kan bagus meningkat, malah jadi saya nggak rugi, pemerintah nggak rugi, pendapatan nggak rugi, malah nambah,"" beber Purbaya.
(hal/hns)",finance
108,"Menteri Koordinator Infrastruktur dan Pembangunan Kewilayahan Agus Harimurti Yudhoyono (AHY) mengatakan masih ada lebih dari 7.000 titik kawasan kumuh di Indonesia. Dari ribuan kawasan tersebut memiliki tingkat keparahan yang berbeda.
AHY mengatakan dari total tersebut, sekitar 100 kawasan masuk kategori kumuh berat. Sementara sisanya masuk dalam kategori sedang dan ringan.
""Ada lebih dari 7.000 titik kawasan kumuh di Indonesia. Tentu dengan berbagai klasifikasi. Yang kelas berat itu sekitar 100. Ada kelas sedang, ada kelas ringan,"" ujar AHY dalam acara Urban Climate Forum 2026 di Jakarta, Rabu (16/9/2026).
AHY menjelaskan kondisi permukiman kumuh ini akan menimbulkan persoalan lain. Misalnya muncul berbagai penyakit. Hal ini terjadi karena kurang keterbatasan akses air bersih dan sanitasi yang buruk.
Kemudian terkait persoalan ekonomi. Di mana, kualitas hidup yang rendah turut membuat akses terhadap lapangan pekerjaan menjadi lebih sulit.
""Sudah pasti banyak yang sakit, karena hidupnya tidak mendapatkan air bersih, sanitasinya buruk, stunting terjadi, penyakit menular terjadi, ispa, penyakit kulit, dan lain-lain juga menjadi keseharian mereka. Lapangan pekerjaan sulit karena tidak berkualitas hidupnya,"" terangnya.
AHY menambahkan penanganan kawasan kumuh tersebut harus dilakukan secara terpadu dan terintegrasi.
Di mana revitalisasi tidak cukup hanya memperbaiki kondisi fisik permukiman, tetapi juga harus dibarengi dengan penyediaan fasilitas publik yang memadai.
""Jadi kalau kita mengubah dengan pendekatan yang terpadu, terintegrasi, termasuk didukung oleh fasilitas publik yang memadai,"" sambung AHY.
(hrp/hns)",finance
109,"Menteri Keuangan Suahasil Nazara buka suara soal permintaan Direktur Jenderal Pajak Bimo Wijayanto membatalkan perombakan pejabat di lingkungan Direktorat Jenderal Pajak (DJP). Perombakan terjadi pada Kamis (10/9/2026) saat Purbaya Yudhi Sadewa masih menjabat menteri Keuangan.
Soal permintaan itu, Suahasil mengatakan pihaknya masih perlu melakukan diskusi internal. Khususnya untuk melihat proses perombakan yang sempat dilakukan Purbaya.
""Kita mendiskusikan ya, melihat proses maupun yang sedang terjadi, yang sudah terjadi, proses maupun aktivitas dari yang sudah terjadi,"" ujar Suahasil di Kompleks Istana Kepresidenan, Jakarta Pusat, Rabu (16/9/2026).
Suahasil juga mengatakan masih menunggu rekomendasi dari para eselon satu atau pejabat di tingkat Direktur Jenderal soal perombakan jabatan. Dia menekankan penunjukan pejabat ada jenjang-jenjangnya tersendiri.
""Nah, ini saya masih sekarang mencoba menunggu dari teman-teman seluruh unit eselon satu, karena kan yang namanya penunjukan pejabat itu ada jenjang-jenjangnya dan kemudian juga dilakukan secara bersama-sama oleh seluruh unit,"" beber Suahasil.
Pria yang sebelumnya menjabat Wakil Menteri Keuangan itu pun mengatakan pihaknya perlu struktur pejabat yang dapat bekerja sama antar eselon untuk memperkuat sinergi dan koordinasi.
""Karena kadang-kadang kita memerlukan struktur pejabat yang sifatnya itu lintas unit eselon satu, karena itu memperkuat sinergi, memperkuat koordinasi. Jadi ini yang kita sedang pastikan dan akan kita pastikan sinergi dari Kemenkeu terjadi dengan baik,"" ujar Suahasil.
Lalu, apakah kemungkinan pembatalan perombakan pejabat seperti yang diminta oleh Dirjen Pajak Bimo Wijayanto bisa dilakukan?
Suahasil enggan bicara tegas apakah pembatalan perombakan pejabat bisa dilakukan. Dia cuma bilang pihaknya juga perlu melihat proses pelantikan yang dilakukan, apakah sesuai tata kelola yang benar atau tidak.
""Kita nanti melihat dulu apa yang sudah dilakukan kemarin. Karena kan kalau seperti pelantikan itu ada juga pelantikan yang hybrid. Nah, ada yang waktu itu datang sehingga ini nanti jadi kombinasi yang keseluruhan. Makasih semuanya,"" ujar Suahasil.
(hal/hns)",finance
110,"PT Summarecon Agung Tbk (SMRA) buka suara soal kasus Hak Guna Bangunan (HGB) di Kabupaten Bogor yang tengah didalami oleh Komisi Pemberantasan Korupsi (KPK). Diketahui, kasus ini turut menjaring Presiden Direktur SMRA, Adrianto Pitojo Adi, dalam Operasi Tangkap Tangan (OTT) KPK beberapa hari lalu.
Summarecon mengakui HGB yang menjadi perkara di KPK merupakan milik entitas anak perseroan. Namun hingga saat ini, belum ada perubahan status hukum terhadap sertifikat HGB tersebut.
""SHGB yang sedang diurus tersebut merupakan milik entitas anak Perseroan dan sedang dalam proses pemecahan dan sampai saat ini belum ada perubahan status hukum dikarenakan proses pengurusan tersebut masih berjalan,"" tulis manajemen Summarecon Agung dikutip dari Keterbukaan Informasi, Rabu (16/9/2026).
Manajemen mengatakan, saat ini permintaan keterangan awal dari KPK masih berlangsung. SMRA juga memastikan belum ada dampak pemberitaan tersebut terhadap status HGB hingga kegiatan operasional perseroan.
""Sampai saat ini belum ada dampak atas pemberitaan dan/atau proses pemeriksaan tersebut terhadap Perseroan, termasuk terhadap status HGB, aset, proyek, kegiatan operasional, maupun kondisi keuangan perseroan,"" jelas.
Selain Presiden Direktur perseroan, Direktur SMRA Lydia Tjio juga turut menjalankan diperiksa atau dimintakan keterangan oleh KPK. Perseroan juga mengaku akan mematuhi peraturan dan hukum yang berlaku terkait perseoran tersebut.
""Sejalan dengan hal tersebut Perseroan menghormati proses hukum yang saat ini sedang berlangsung di KPK dan bertindak kooperatif dengan pihak-pihak terkait sesuai ketentuan yang berlaku,"" pungkasnya.
Kronologi Kasus Suap HGB
Berdasarkan catatan detikcom, korupsi HGB ini bermula dari lingkungan Kementerian Agraria dan Tata Ruang/Badan Pertanahan Nasional (ATR/BPN). Uang dari sejumlah pengurusan layanan pertanahan diduga dikumpulkan oleh orang-orang kepercayaan Menteri ATR/BPN, Nusron Wahid.
Plt Direktur Penyidikan KPK, Achmad Taufik Husein, mengungkap salah satu aliran uang tersebut berkaitan dengan pengurusan HGB milik Summarecon. Kasus ini bermula ketika para pemilik tanah atau ahli waris menggugat penerbitan 9 SHGB Summarecon ke PTUN Bandung.
SHGB tersebut diterbitkan oleh Kepala Kantor Wilayah ATR/BPN Jawa Barat dan Kepala Kantor Pertanahan Kabupaten Bogor. Dalam prosesnya, Kantor Pertanahan Bogor mengundang ahli waris untuk melakukan mediasi.
Ahli waris kemudian mengajukan blokir terhadap SHGB Summarecon dan mencabut gugatan mereka di PTUN Bandung. Setelah itu, terjadi komunikasi antara Yaser Alfarisi (YA), pihak swasta/perantara Summarecon, dengan Erwin (ERW), pihak swasta yang diduga merupakan orang kepercayaan Menteri ATR/BPN.
Erwin disebut menyampaikan bahwa Sontang Coin Manurung (SON) selaku Kepala Kantor Pertanahan Kabupaten Bogor I, tidak mau membuka blokir dan melakukan pemecahan HGB kecuali mendapat arahan dari atasannya. Yaser dan Rizal Pahlevi (LEV) kemudian mendekati Erwin agar membantu berkomunikasi dengan Sontang.
Dari komunikasi tersebut, pada awal Agustus 2026, muncul informasi bahwa untuk pembukaan blokir dan atau penerbitan sertifikat tanah Summarecon, Sontana melalui Erwin meminta fee dengan kode ""dua"".
""Fee dengan kode 'dua' yang diduga sejumlah Rp 2 miliar,"" kata Achmad Taufik dalam konferensi pers di Gedung KPK, Jakarta Selatan, Selasa (15/9/2026).
Pihak Summarecon disebut hanya menyanggupi Rp 1,5 miliar. Sebab, masih ada pihak lain yang diduga akan mendapatkan ""fee broker"" dalam pengurusan tersebut. Pada 27 Agustus 2026, Direktur Utama Summarecon Adrianto Pitojo Adi (ADR) melalui Yaser dan Rizal diduga menyerahkan uang Rp 1,5 miliar kepada Erwin.
Dari uang tersebut, ERW kemudian diduga menyerahkan Rp 200 juta kepada Sontana. Uang itu diserahkan di sebuah kafe di Jakarta Selatan untuk fee pembukaan blokir dan pemecahan HGB pihak Summarecon.",finance
111,"Selama 34 tahun, PT Chandra Asri Pacific Tbk (Chandra Asri Group) telah menjadi bagian dari perjalanan pertumbuhan industri Indonesia. Sebagai perusahaan pertama yang mengoperasikan naphtha cracker di Indonesia, Chandra Asri Group membangun fondasi industri petrokimia nasional dan terus melayani kebutuhan industri dalam negeri melalui produk-produk yang digunakan di berbagai sektor.
Presiden Direktur Chandra Asri Group, Erwin Ciputra, menjelaskan perusahaan telah tumbuh bersama Indonesia selama 34 tahun melalui pembangunan kapasitas petrokimia nasional. Langkah ini terus disesuaikan dengan perkembangan kebutuhan nasional lewat peningkatan kapabilitas serta diversifikasi bisnis.
""Selama 34 tahun, kami telah tumbuh bersama Indonesia. Kami memulai perjalanan dengan membangun kapasitas petrokimia nasional dan melayani industri melalui produk-produk yang kami hasilkan. Seiring waktu, kebutuhan Indonesia juga berkembang, dan kami pun terus membangun kapabilitas baru melalui diversifikasi bisnis,"" ujar Erwin dalam keterangan tertulis, Rabu (16/9/2026).
Erwin menilai ekspansi bisnis ke tingkat regional menjadi bagian penting dari perjalanan pertumbuhan Chandra Asri Group. Ekspansi ini diyakini mampu membuka peluang bagi talenta lokal serta memperkuat kembali basis bisnis perusahaan di Indonesia.
""Bagi kami, pertumbuhan regional juga merupakan bagian dari perjalanan tersebut. Ketika bisnis kami berkembang di kawasan, Chandra Asri Group membuka peluang bagi talenta Indonesia, membawa kapabilitas Indonesia ke pasar regional, dan menciptakan manfaat yang dapat kembali memperkuat basis bisnis kami di Indonesia,"" tuturnya.
Dari Bahan Baku, Menjadi Bagian dari Perjalanan Industri Indonesia
Selama lebih dari tiga dekade, produk Chandra Asri Group telah digunakan sebagai bahan baku oleh berbagai sektor industri. Komoditas ini menopang industri kemasan, otomotif, konstruksi, elektronik dan mendukung kebutuhan sehari-hari masyarakat Indonesia.
Peran tersebut merupakan bagian dari perjalanan panjang Chandra Asri Group dalam membangun kapasitas industri petrokimia di Indonesia. Dengan menyediakan bahan baku dalam negeri, Chandra Asri Group turut menjadi bagian dari rantai pasok industri nasional dan mendukung berkembangnya industri hilir.
Komitmen untuk terus memperkuat kapasitas tersebut tercermin dalam pembangunan fasilitas Chlor Alkali dan Ethylene Dichloride (CA-EDC) di Cilegon, Banten. Hingga Juli 2026, pembangunan fasilitas yang dikelola melalui PT Chandra Asri Alkali (CAA) telah mencapai 72% dan memasuki fase utama pembangunan infrastruktur, dengan target mulai beroperasi secara komersial pada 2027.
Proyek dengan nilai investasi lebih dari US$800 juta ini menjadi bagian dari strategi jangka panjang Group untuk memperkuat keandalan pasokan bahan kimia dasar bagi industri nasional. Langkah ini diharapkan mampu mengurangi ketergantungan impor, menciptakan lapangan kerja dan membuka peluang bagi tenaga kerja Indonesia di sektor industri dan manufaktur.
Memperluas Kapabilitas Energi untuk Mendukung Kebutuhan Indonesia
Di tingkat regional, akuisisi Aster Chemicals and Energy (Aster) memperluas pijakan Perusahaan di sektor energi dan kimia. Sementara itu, integrasi jaringan Esso di Singapura memperkuat pengalaman Group dalam mengelola bisnis energi dan jaringan ritel bahan bakar.
Pengembangan ini memperkuat keterhubungan aset dan kapabilitas grup dalam pengelolaan energi, operasional, rantai pasok dan layanan kepada pelanggan. Melalui Aster, Chandra Asri Group juga dapat mendukung ketahanan energi dengan menyediakan produk petroleum, termasuk bensin, bahan bakar jet, gas oil dan bitumen untuk mendukung berbagai industri di Indonesia.
Chandra Asri Group terus memperkuat kapabilitas domestik sekaligus memperluas jangkauan operasionalnya di pasar regional. Langkah ini dilakukan guna membangun platform energi yang dapat mendukung kebutuhan bisnis dalam jangka panjang.
Infrastruktur yang Menghubungkan Rantai Nilai Industri
Sektor infrastruktur menjadi bagian penting dalam perjalanan transformasi Chandra Asri Group. Pengembangan tersebut dijalankan melalui PT Chandra Daya Investasi Tbk (CDI) yang mencakup layanan daya, air industri, kepelabuhanan, hingga logistik guna memperkuat posisinya sebagai platform infrastruktur di tingkat regional pada 2026.
Perkembangan ini memperluas peran Group dalam rantai nilai industri. Kini Perusahaan juga membangun infrastruktur yang mendukung pergerakan barang, penyimpanan dan utilitas untuk memenuhi kebutuhan industri.
Dengan demikian, bisnis infrastruktur menjadi pelengkap bagi kekuatan Group di bidang energi dan kimia. Langkah ini sekaligus membuka peluang besar dalam membangun ekosistem industri yang semakin terintegrasi.
Tumbuh di Kawasan, Membangun Kapabilitas di Indonesia
Ekspansi Chandra Asri Group di kawasan tidak hanya memperluas skala bisnis, tetapi juga membuka peluang baru yang dapat memberikan manfaat bagi Indonesia. Salah satunya melalui PT Chandra Asri Sentral Solusi (CASS) sebagai mitra strategis untuk mendukung operasional entitas Group di Singapura sekaligus membangun proses yang lebih terintegrasi dan terstandarisasi, memanfaatkan teknologi digital, serta memperkuat operational excellence.
Bagi Chandra Asri Group, hal ini menjadi salah satu bentuk bagaimana pertumbuhan regional dapat menghasilkan dampak bagi Indonesia. Langkah ini dilakukan dengan memperluas bisnis di pasar regional sembari terus memperkuat pengembangan talenta dan fungsi strategis di dalam negeri.
Pertumbuhan regional juga memberikan kesempatan bagi Chandra Asri Group untuk membawa nama dan kapabilitas Indonesia ke pasar yang lebih luas. Seiring dengan berkembangnya bisnis Group di kawasan, pengetahuan dan pengalaman yang diperoleh dapat dibawa kembali untuk memperkuat bisnis dan sumber daya manusia di Indonesia.
Dari Indonesia, Berkembang ke Regional
Indonesia tetap menjadi tempat bagi Chandra Asri Group untuk membangun fondasi bisnis, mengembangkan fasilitas industri, menciptakan lapangan kerja, dan menumbuhkan talenta. Pada saat yang sama, ekspansi ke kawasan memberikan ruang bagi Perseroan untuk mengembangkan kemampuan baru, memperluas jaringan dan membawa kapabilitas yang dibangun ke pasar regional.
Melalui pendekatan tersebut, Chandra Asri Group terus membangun hubungan yang semakin erat antara bisnis di Indonesia dan operasional regional. Hal ini bertujuan agar pertumbuhan di satu bagian Perusahaan dapat memperkuat kemampuan di bagian lainnya.
""Memasuki tahun ke-34, kami melihat perjalanan Chandra Asri Group bukan hanya sebagai perjalanan Perusahaan, tetapi juga sebagai upaya untuk terus relevan dengan kebutuhan Indonesia. Dari bahan baku yang digunakan oleh industri, investasi pada kapasitas baru, penciptaan lapangan kerja, infrastruktur yang mendukung rantai pasok, hingga kesempatan bagi talenta Indonesia untuk berkembang dalam bisnis regional, kami ingin terus membangun kapabilitas yang memberikan manfaat nyata,"" pungkas Erwin.
(akn/ega)",finance
112,"Jakarta - Usai diresmikan Presiden Prabowo Subianto, warga mulai menggunakan LRT Jakarta rute Kelapa Gading-Manggarai.
Foto Bisnis
Warga Mulai Menjajal LRT Kelapa Gading - Manggarai
Rabu, 16 Sep 2026 18:33 WIB
Anda menyukai artikel ini
Artikel disimpan",finance
113,"Fitch Ratings Indonesia menurunkan peringkat nasional jangka panjang dan peringkat utang senior tanpa jaminan PT Pos Indonesia (Persero) menjadi C (idn) dari CC (idn). Hal tersebut dilakukan imbas gagal bayar (galbay) yang dilakukan Pos Indonesia terhadap bunga sukuk ijarah.
Fitch Ratings juga tidak memberikan outlook terhadap prospek utang Pos Indonesia. Pasalnya, predikat C pada peringkat utang perusahaan biasanya mencerminkan volatilitas yang sangat tinggi.
""Fitch Ratings Indonesia telah menurunkan Peringkat Nasional Jangka Panjang dan peringkat utang senior tanpa jaminan PT Pos Indonesia (Persero) (POST) menjadi C(idn) dari CC(idn),"" tulis pengumuman Fitch Ratings Indonesia, dikutip Rabu (16/9/2026).
Fitch menjelaskan, keputusan ini menyusul galbay Pos Indonesia terhadap bunga sukuk ijarah tahap kedua yang jatuh tempo pada 28 Agustus 2026. Selain itu, Fitch juga menurunkan Standalone Credit Profile (SCP) Pos Indonesia menjadi 'C(idn)' dari 'CC(idn)' karena proses galbay atau proses serupa gagal bayar.
""Fitch juga menurunkan Standalone Credit Profile (SCP) POST menjadi c(idn) dari cc(idn), karena proses gagal bayar atau proses serupa gagal bayar telah dimulai, sejalan dengan panduan pada bagian Lower Speculative Grade dalam kriteria Public Policy Revenue-Supported Entities Rating,"" tulis pengumuman Fitch.
Gagal Bayar Pos Indonesia
Sebagai informasi, Pos Indonesia melakukan penundaan pembayaran Bunga Sukuk Ijarah Berkelanjutan I Pos Indonesia Tahap II Tahun 2025 Seri A-C ke-5. Adapun pembayaran bunga tersebut jatuh tempo pada 27 Agustus 2026.
Dikutip dari Keterbukaan Informasi, total bunga sukuk ijarah sebesar Rp 11.656.250.000. Pos Indonesia mengakui penundaan pembayaran bunga terjadi karena kondisi kas dan likuiditas perseroan yang belum memungkinkan memenuhi kebutuhan tersebut.
Kondisi ini yang menyebabkan dipangkasnya peringkat utang Pos Indonesia. Perseoran dianggap telah memasuki masa tenggang kontraktual pembayaran bunga sukuk ijarah.
""POST telah memasuki masa tenggang kontraktual selama 14 hari kerja, berdasarkan dokumentasi sukuk,"" jelas pengumuman Fitch.
(ahi/ara)",finance
